,city name,Lat,Lng,MaxTemp,Humidity,Cloudiness,WindSpeed,Date,country
367,benidorm,38.5382,-0.131,64.4,29,0,20.71,1612032669,ES
368,asfi,32.2994,-9.2372,60.67,83,59,12.44,1612032669,MA
369,umm kaddadah,13.6017,26.6876,67.57,23,0,14.16,1612032669,SD
370,yinchuan,38.4681,106.2731,28.02,71,0,7.0,1612032669,CN
371,souillac,-20.5167,57.5167,78.8,89,75,3.44,1612032670,MU
372,mokhsogollokh,61.4681,128.9203,-45.58,78,99,0.94,1612032670,RU
373,bambous virieux,-20.3428,57.7575,78.8,89,75,3.44,1612032670,MU
374,hofn,64.2539,-15.2082,21.99,87,98,22.06,1612032670,IS
375,marsa matruh,31.3525,27.2453,66.2,32,0,17.27,1612032670,EG
376,kulebaki,55.4133,42.5325,23.65,96,100,10.29,1612032671,RU
377,burgersdorp,-30.9977,26.3286,68.45,43,0,5.95,1612032671,ZA
378,namioka,40.7072,140.5894,27.0,60,94,8.01,1612032671,JP
379,eureka,40.8021,-124.1637,54.0,62,90,6.91,1612032671,US
380,san pedro,14.35,121.0167,73.99,68,20,5.75,1612032532,PH
381,tadine,-21.55,167.8833,75.36,79,0,15.46,1612032672,NC
382,saint-felicien,48.6501,-72.4491,1.4,66,90,8.05,1612032531,CA
383,sola,-13.8833,167.55,81.09,80,91,17.16,1612032672,VU
384,taltal,-25.4,-70.4833,71.62,57,22,6.02,1612032672,CL
385,zhanaozen,43.3,52.8,37.53,79,100,12.53,1612032672,KZ
386,clovis,36.8252,-119.7029,55.0,66,40,6.91,1612032672,US
387,boende,-0.2167,20.8667,71.2,94,100,2.42,1612032673,CD
388,farmington,36.7281,-108.2187,39.0,60,1,21.85,1612032673,US
389,bathsheba,13.2167,-59.5167,84.2,65,40,16.11,1612032673,BB
390,nampula,-15.1165,39.2666,71.17,96,100,2.68,1612032673,MZ
391,ahuimanu,21.4447,-157.8378,73.4,68,20,16.11,1612032674,US
392,kavaratti,10.5669,72.642,81.01,70,40,6.13,1612032674,IN
393,ginir,7.1333,40.7,58.82,33,9,3.56,1612032674,ET
394,dunedin,-45.8742,170.5036,55.99,72,23,10.0,1612032674,NZ
395,tiarei,-17.5333,-149.3333,82.4,65,75,6.91,1612032674,PF
396,rosario do sul,-30.2583,-54.9142,91.11,47,97,3.91,1612032675,BR
397,tari,12.4086,4.4914,80.1,15,0,9.46,1612032675,NG
398,listowel,52.4464,-9.485,42.8,75,75,10.36,1612032675,IE
399,agirish,61.9247,63.0231,-8.77,91,100,4.94,1612032675,RU
400,nara,34.6851,135.8049,43.0,54,77,4.9,1612032399,JP
401,kasempa,-13.4584,25.8338,67.86,83,100,2.26,1612032676,ZM
402,sungaipenuh,-2.0833,101.3833,63.36,94,100,3.27,1612032571,ID
403,tambun,-6.2641,107.0712,78.01,88,40,5.75,1612032676,ID
404,gravdal,68.1214,13.5031,26.49,88,0,6.22,1612032676,NO
405,baillif,16.0202,-61.7463,82.4,61,90,10.36,1612032676,GP
406,lavrentiya,65.5833,-171.0,-19.59,83,0,5.39,1612032677,RU
407,villa carlos paz,-31.4241,-64.4978,70.0,82,100,1.99,1612032677,AR
408,mount gambier,-37.8333,140.7667,50.0,100,2,2.73,1612032677,AU
409,ortigueira,-24.2083,-50.9494,70.75,98,100,1.25,1612032677,BR
410,norrtalje,59.758,18.705,16.0,92,0,5.75,1612032677,SE
411,bethel,41.3712,-73.414,26.01,45,1,9.22,1612032677,US
412,touros,-5.1989,-35.4608,87.8,55,20,16.11,1612032678,BR
413,winnemucca,40.973,-117.7357,35.6,69,20,10.36,1612032678,US
414,vila franca do campo,37.7167,-25.4333,64.0,94,75,17.27,1612032678,PT
415,gizo,-8.103,156.8419,83.77,77,100,19.91,1612032678,SB
416,biak,-0.9131,122.8766,76.46,72,100,4.34,1612032678,ID
417,lesogorskiy,61.0455,28.9294,27.0,98,81,4.52,1612032679,RU
418,karaidel,55.8337,56.9069,25.27,98,100,9.55,1612032679,RU
419,saint-marc,19.1082,-72.6938,82.0,53,11,8.37,1612032679,HT
420,jashpurnagar,22.9,84.15,47.8,43,0,6.26,1612032679,IN
421,manavalakurichi,8.1333,77.3,84.2,70,20,2.3,1612032679,IN
422,praia,14.9215,-23.5087,77.0,53,0,18.41,1612032680,CV
423,alekseyevka,50.6309,38.6903,35.71,97,100,13.6,1612032680,RU
424,woippy,49.1495,6.1491,45.0,100,90,8.05,1612032680,FR
425,presidente medici,-11.1753,-61.9014,83.61,74,72,3.44,1612032680,BR
426,sandpoint,48.2766,-116.5533,36.0,87,100,4.61,1612032680,US
427,ribeira brava,32.65,-17.0667,62.01,93,68,1.28,1612032680,PT
428,marsh harbour,26.5412,-77.0636,66.15,58,100,11.81,1612032681,BS
429,ebetsu,43.1081,141.5506,16.0,80,40,9.24,1612032681,JP
430,kristiansund,63.1115,7.732,32.0,86,40,5.75,1612032681,NO
431,redlands,34.0556,-117.1825,55.0,62,1,0.72,1612032658,US
432,lasa,46.6166,10.7002,39.0,93,90,4.61,1612032681,IT
433,noumea,-22.2763,166.4572,68.0,83,0,3.44,1612032681,NC
434,kudahuvadhoo,2.6708,72.8944,81.14,78,88,11.86,1612032682,MV
435,yokadouma,3.5167,15.05,78.35,56,100,3.22,1612032682,CM
436,evensk,61.95,159.2333,-3.71,82,100,16.46,1612032682,RU
437,sinnamary,5.3833,-52.95,79.32,87,100,13.67,1612032682,GF
438,urumqi,43.801,87.6005,1.4,92,20,2.24,1612032682,CN
439,baykit,61.67,96.37,-34.53,76,59,1.79,1612032683,RU
440,ayr,55.4627,-4.6339,34.0,80,20,5.75,1612032614,GB
441,hobyo,5.3505,48.5268,76.06,76,8,15.23,1612032683,SO
442,manaure,11.7751,-72.4445,86.11,48,0,21.43,1612032683,CO
443,mitsamiouli,-11.3847,43.2844,82.49,76,100,8.95,1612032683,KM
444,linqing,36.8456,115.7117,40.44,58,98,2.59,1612032684,CN
445,diamantina,-18.2494,-43.6003,76.96,56,40,9.55,1612032684,BR
446,labelle,26.7617,-81.4384,75.2,43,20,10.36,1612032684,US
447,campana,-34.1687,-58.9591,64.0,92,100,5.99,1612032684,AR
448,provideniya,64.3833,-173.3,-13.02,83,82,8.08,1612032684,RU
449,zambezi,-13.5432,23.1047,69.28,86,100,4.27,1612032684,ZM
450,namibe,-15.1961,12.1522,74.01,78,70,10.25,1612032685,AO
451,stephenville,32.2207,-98.2023,73.4,18,1,24.16,1612032548,US
452,laredo,27.5064,-99.5075,78.8,57,1,11.5,1612032611,US
453,suntar,62.1444,117.6319,-37.89,81,100,2.64,1612032685,RU
454,anadyr,64.75,177.4833,-5.8,65,96,24.61,1612032685,RU
455,ponta do sol,32.6667,-17.1,62.01,75,77,1.28,1612032685,PT
456,kelo,9.3086,15.8066,83.23,17,0,5.68,1612032686,TD
457,clarence town,-32.5833,151.7833,70.0,100,14,6.91,1612032686,AU
458,juegang,32.3174,121.1855,48.99,73,100,7.07,1612032686,CN
459,davila,18.4726,120.5763,73.4,53,40,6.91,1612032686,PH
460,veracruz,19.3333,-96.6667,82.0,69,40,3.44,1612032501,MX
461,kishi,9.0833,3.85,83.46,15,0,3.78,1612032687,NG
462,farafangana,-22.8167,47.8333,80.02,81,0,11.81,1612032687,MG
463,saint anthony,45.0205,-93.218,32.0,69,90,8.05,1612032687,US
464,batagay,67.6333,134.6333,-47.43,76,81,1.14,1612032687,RU
465,nakhodka,42.8333,132.8947,2.01,83,0,9.64,1612032687,RU
466,la libertad,-2.2333,-80.9,84.2,70,75,6.91,1612032687,EC
467,meulaboh,4.1363,96.1285,75.6,85,92,5.17,1612032688,ID
468,bolshoye murashkino,55.7826,44.7754,19.36,97,100,10.65,1612032688,RU
469,nizhniy odes,63.6445,54.856,-3.51,91,100,11.16,1612032688,RU
470,gigmoto,13.7796,124.39,75.67,81,100,16.08,1612032688,PH
471,saint-joseph,-21.3667,55.6167,78.8,65,0,4.61,1612032688,RE
472,uttaradit,17.6667,100.5,69.01,99,2,3.74,1612032689,TH
473,punta alta,-38.8759,-62.0736,71.06,36,100,21.81,1612032689,AR
474,zatoka,46.0725,30.4654,37.0,100,90,4.47,1612032689,UA
475,sorland,67.667,12.6934,30.83,92,45,7.52,1612032689,NO
476,nawa,27.0167,75.0,52.23,37,0,4.23,1612032689,IN
477,palmer,42.1584,-72.3287,23.0,38,20,4.61,1612032394,US
478,le pradet,43.1066,6.0172,51.8,71,0,16.11,1612032690,FR
479,kizema,61.113,44.8302,22.91,98,100,6.69,1612032690,RU
480,port hardy,50.6996,-127.4199,41.0,93,75,2.3,1612032690,CA
481,miranda,3.2499,-76.2281,84.2,54,75,2.3,1612032690,CO
482,livingstonia,-10.606,34.1063,67.12,83,100,2.95,1612032690,MW
483,olinda,-8.0089,-34.8553,82.4,61,40,9.22,1612032690,BR
484,balikpapan,-1.2675,116.8289,74.17,93,100,6.58,1612032672,ID
485,salumbar,24.1333,74.05,57.13,33,0,5.55,1612032691,IN
486,khasan,42.4308,130.6434,6.31,86,0,11.86,1612032691,RU
487,yunhe,34.0833,119.7167,43.05,64,100,6.02,1612032691,CN
488,rudnya,54.947,31.0934,21.79,98,100,10.0,1612032692,RU
489,wonosobo,-7.36,109.9025,57.99,10,100,3.98,1612032692,ID
490,bajil,15.0584,43.2851,74.17,76,1,6.89,1612032692,YE
491,karratha,-20.7377,116.8463,86.2,54,81,13.38,1612032692,AU
492,boralday,43.3578,76.8594,15.8,86,20,6.71,1612032693,KZ
493,port moresby,-9.4431,147.1797,75.2,94,75,11.5,1612032693,PG
494,coquimbo,-29.9533,-71.3436,68.0,77,40,13.8,1612032693,CL
495,ziro,27.6333,93.8333,32.67,100,11,2.35,1612032693,IN
496,sept-iles,50.2001,-66.3821,21.99,49,4,6.91,1612032693,CA
497,kieta,-6.2167,155.6333,81.16,79,98,13.94,1612032693,PG
498,nuuk,64.1835,-51.7216,21.2,68,20,8.05,1612032694,GL
499,sebring,27.4956,-81.4409,73.99,43,40,8.05,1612032694,US
500,abha,18.2164,42.5053,59.0,62,0,4.61,1612032694,SA
501,hibbing,47.4272,-92.9377,30.0,80,90,13.8,1612032432,US
502,diffa,13.3154,12.6113,71.87,21,0,7.67,1612032694,NE
503,merauke,-8.4667,140.3333,79.03,86,100,7.81,1612032695,ID
504,goundam,16.4145,-3.6708,76.12,16,0,10.33,1612032695,ML
505,bighapur,26.35,80.6833,48.2,93,0,4.38,1612032695,IN
506,zhigansk,66.7697,123.3711,-49.09,76,42,2.42,1612032695,RU
507,timizart,36.8,4.2667,55.33,82,100,7.9,1612032695,DZ
508,tazmalt,36.3868,4.3989,57.58,70,100,10.96,1612032696,DZ
509,chake chake,-5.2459,39.7666,79.02,79,2,11.99,1612032696,TZ
510,rocha,-34.4833,-54.3333,79.2,60,100,15.99,1612032696,UY
511,la ronge,55.1001,-105.2842,10.4,79,66,1.14,1612032696,CA
512,nanakuli,21.3906,-158.1547,71.01,83,1,4.61,1612032696,US
513,palkino,57.5409,28.0126,24.8,86,90,6.71,1612032697,RU
514,mapimi,25.8167,-103.85,82.4,23,75,9.22,1612032697,MX
515,camacha,33.0833,-16.3333,62.6,94,40,6.91,1612032697,PT
516,cherskiy,68.75,161.3,-36.83,83,17,2.3,1612032697,RU
517,oranjemund,-28.55,16.4333,63.32,83,0,16.71,1612032698,NA
518,gubkinskiy,64.434,76.5026,-24.2,84,100,15.88,1612032698,RU
519,svetlyy,54.675,20.1347,32.0,69,75,13.42,1612032698,RU
520,keuruu,62.2667,24.7,15.8,92,90,6.91,1612032698,FI
521,fairbanks,64.8378,-147.7164,-6.0,77,90,0.92,1612032698,US
522,durango,24.8333,-104.8333,70.38,23,100,9.82,1612032419,MX
523,zaozhuang,34.8647,117.5542,39.43,71,31,2.64,1612032699,CN
524,rundu,-17.9333,19.7667,72.93,82,100,2.86,1612032699,NA
525,murrhardt,48.9819,9.5705,42.01,94,100,5.48,1612032699,DE
526,sindor,62.8629,51.8905,19.09,97,100,10.25,1612032699,RU
527,lexington,37.9887,-84.4777,37.99,51,90,10.36,1612032440,US
528,korla,41.7597,86.1469,23.5,80,0,5.91,1612032699,CN
529,koulikoro,14.0,-7.75,78.75,14,0,8.34,1612032700,ML
530,antibes,43.5624,7.1278,53.6,94,75,6.91,1612032700,FR
531,matay,28.419,30.7792,54.16,41,0,7.02,1612032626,EG
532,gazanjyk,39.2446,55.5154,49.48,61,100,2.84,1612032700,TM
533,abu dhabi,24.4667,54.3667,71.6,64,0,2.3,1612032646,AE
534,churapcha,62.0025,132.4325,-41.91,78,100,1.99,1612032700,RU
535,roald,62.5833,6.1333,32.0,93,40,1.14,1612032701,NO
536,launceston,-41.45,147.1667,57.2,72,90,8.05,1612032701,AU
537,satipo,-11.2522,-74.6386,75.51,79,85,2.24,1612032701,PE
538,los llanos de aridane,28.6585,-17.9182,66.2,72,75,13.8,1612032701,ES
539,nerchinskiy zavod,51.3088,119.61,-26.45,85,100,0.83,1612032701,RU
540,itarema,-2.9248,-39.9167,84.74,64,29,17.13,1612032701,BR
541,sahagun,8.9462,-75.4427,92.01,38,34,6.2,1612032702,CO
542,borba,-4.3878,-59.5939,83.91,79,100,3.8,1612032702,BR
543,usinsk,65.9939,57.5281,-2.22,92,100,11.3,1612032702,RU
544,cayenne,4.9333,-52.3333,80.6,94,75,6.91,1612032702,GF
545,bukama,-9.2,25.85,74.53,80,100,0.85,1612032702,CD
546,yanji,42.9075,129.5078,-0.45,86,0,1.61,1612032703,CN
547,lubumbashi,-11.6609,27.4794,65.93,90,100,1.41,1612032551,CD
548,price,39.5994,-110.8107,28.4,86,1,3.44,1612032703,US
549,agua buena,7.8167,-80.4,91.4,43,40,13.8,1612032703,PA
550,mecca,21.4267,39.8261,69.51,40,0,7.74,1612032481,SA
551,gambela,8.25,34.5833,83.44,37,36,3.22,1612032704,ET
552,tallahassee,30.4383,-84.2807,64.0,39,75,14.97,1612032677,US
553,petropavlovsk-kamchatskiy,53.0452,158.6483,24.8,63,40,15.66,1612032704,RU
554,lovozero,68.005,35.0117,6.55,94,100,4.85,1612032704,RU
555,san patricio,28.017,-97.5169,78.01,69,75,26.46,1612032705,US
556,nosy varika,-20.5833,48.5333,79.12,82,9,7.61,1612032705,MG
557,celestun,20.8667,-90.4,78.93,53,100,3.74,1612032705,MX
558,bradford,53.7939,-1.7521,36.0,32,100,3.0,1612032519,GB
559,agucadoura,41.4318,-8.7804,54.0,87,75,9.22,1612032705,PT
560,atambua,-9.1061,124.8925,74.12,96,100,9.69,1612032556,ID
561,chicla,-11.705,-76.2686,48.15,71,100,3.76,1612032706,PE
562,qaqortoq,60.7167,-46.0333,41.0,30,75,35.68,1612032706,GL
563,derzhavinsk,51.1,66.3167,18.36,94,100,8.28,1612032706,KZ
564,malim,7.452,123.4312,78.49,79,100,14.88,1612032706,PH
565,tampakan,6.4442,124.9264,71.85,81,99,0.54,1612032706,PH
566,yeppoon,-23.1333,150.7333,73.4,83,19,5.75,1612032707,AU
567,serici,44.4653,18.5581,39.2,81,0,3.44,1612032707,BA
568,blackwater,-23.5833,148.8833,69.87,84,23,6.6,1612032707,AU
569,tokmak,47.2514,35.7058,41.67,72,100,15.9,1612032707,UA
570,high level,58.5169,-117.136,-13.0,84,20,2.3,1612032707,CA
571,vanimo,-2.6741,141.3028,77.83,83,100,6.22,1612032707,PG
572,matagami,49.7502,-77.6328,-2.2,84,90,5.75,1612032449,CA
573,jiangdu,32.4286,119.5574,46.99,65,92,4.68,1612032708,CN
574,morgan city,29.6994,-91.2068,71.01,68,90,13.8,1612032708,US
575,marfino,55.7028,37.3822,27.0,80,90,8.95,1612032708,RU
576,umarga,17.8333,76.6167,72.14,44,0,8.14,1612032708,IN
577,jieshi,22.8134,115.8257,56.55,85,1,13.38,1612032708,CN
578,pangoa,-12.1167,-73.0,81.84,66,49,1.16,1612032709,PE
579,poum,-20.2333,164.0167,77.94,75,26,16.37,1612032709,NC
